,Description,month,year,country,country,industry,hacktype
126,"September 2021. In April 2020, Chinese bots swarmed the networks of the Australian government days after Australia called for an independent international probe into the origins of the coronavirus. These bots looked for potential vulnerabilities on the network to exploit in future cyberattacks. ",April,2020,China,Australia,Government,Zero-day Exploits
127,August 2021. A cyberattack on the government of Belarus compromised dozens of police and interior ministry databases. The hack claims to be a part of an attempt to overthrow President Alexander Lukashenkoâs regime.  ,August,2021,Unknown,Belarus,Government,Unknown
128,"August 2021. A hacking group targeted a high -profile Iranian prison, uncovering documents, videos, and images that display ed the violent treatment of its prisoners. The group claims to be hacktivists demanding the release of political prisoners.",August,2021,Unknown,Iran,Government,Data Exfiltration
129,August 2021 . A cyber -espionage group linked to one of Russiaâs intelligence forces targeted the Slovak government from February to July 2021 through spear -fishing attempts.   ,February,2021,Russia,Slovakia,Government,Data Exfiltration
130,August 2021 . Russia targeted and blocked content on âsmart votingâ app created by Kremlin critic Alexei Navalny and his allies intended to organize voting against the Kremlin in next month's parliamentary elections. ,August,2021,Russia,Russia,Government,Denial of Service
131,August 2021 . Hacks initial ly attributed to Iran in 2019 and 2020 were found to be conducted by Chinese operatives. The cyberattack broke into computers across Israelâs government and tech companies. ,August,2021,China,Israel,Government,Unknown
132,August 2021 . A cyberattack on the Covid -19 vaccine -scheduling website for the Ital ian region of Lazio forced the website to temporarily shut down. New vaccination appointments were unable to be scheduled for several days after the attack. ,August,2021,Unknown,Italy,Non-profit,Denial of Service
133,August 2021 . Various Chinese cyber -espionage groups are responsible for the hacks of at least five major Southeast Asian telecommunication providers beginning in 2017. The attacks were carried out by three different hacking groups and are seemingly unlinked despite all groups having a connection to Chinese espionage efforts. ,Unknown,2017,China,Unknown,Telecommunications,Data Exfiltration
134,"July 2021. Eston ia stated a Tallinn -based hacker downloaded 286,438 ID photos from government database, exp osing a vulnerability in a platform managed by their Information System Authority (RIA). ",July,2021,Unknown,Estonia,Government,Zero-day Exploits
135,July 2021 . A cyberattack gained access to 1 terabyte of data from the Saud i Arabian Oil Company through a zero -day exploitation. Hackers are offering to delete the data in exchange for $50 million in cryptocurrency. ,July,2021,Unknown,Unknown,Energy,Zero-day Exploits
136,"July 2021. A widespread APT operation was discovered against users in Southeast Asia, believed to be spearheaded by Chinese entities. Researchers found a total of 100 victims in Myanmar and 1,400 in the Philippines, including many government entities. ",July,2021,China,Philippines,Government,Unknown
137,"July 2021. The United States, the European Union, NATO and other world powers released joint statements condemning the Chinese governme nt for a seri es of malicious cyber activities . They attributed responsibility to China for the Microsoft Exchange hack from early 2021 and the compromise of more than 100,000 servers worldwide. ",July,2021,China,Unknown,Technology,Malware
138,"July 2021. Transnet Port Terminals (TPT), South Africaâs state -run ports operator and freight rail monopoly, had its rail services disrupted after a hack by unknown actors. Transnet reportedly declared it an act âforce majeure.â",July,2021,Unknown,South Africa,Transportation,Unknown
139,"July 2021. Unknown hackers compromised the two -factor authentication system used by the Indian government three times, obtaining access to the emails of government officials. ",July,2021,Unknown,India,Government,Unknown
140,"July 2021. Several countries used Pegasus, surveillance software created by NSO Group that targets iPhone and Android operating system s, on devices belonging to activists, politicians, and journalists.   ",July,2021,Unknown,Unknown,Government,Malware
141,July 2021. The FBI and the U.S. Cybersecurity and Infrastructure Security Agency (CISA) released a statement exposing a spearfishing campaign by Chinese state -sponsored hackers between 2011 and 2013 . The campaign targeted oil and natural gas pipeline companies in th e United States. ,Unknown,2011,China,United States,Energy,Unknown
142,"July 2021 . Iran used Facebook accounts to pose as recruiters, journalists, and NGO affiliate s, targeting U.S. military personnel. The hackers sent malware -infected files or tricked targets into submitting sensitive credentials to phishin g sites. ",July,2021,Iran,United States,Defense,Phishing
143,"July 2021. The Russian defense ministry claim ed it was hit with a DDoS attack that caused its website to shut down , stating the attack came from outside the Russian Federation. ",July,2021,Unknown,Russia,Defense,Denial of Service
144,July 2021. Norway attributed a March 2021 cyberattack on parliament' s e-mail system to China. ,March,2021,China,Norway,Government,Unknown
145,July 2021. Iranâs transport and urbanization ministry was the victim of a cyber attack that impacted display boards at stations throughout the country . The attack caused delays and cancellations of hundreds of trains across Iran. ,July,2021,Unknown,Iran,Transportation,Unknown
